material,Ni,Cr,Co,Mo,W,Al,Ti,Nb,Ta,Fe,C,B,Zr,Hf,temperature_C,stress_MPa,test_env,process_type,solution_temp_C,solution_time_h,aging_temp_C,aging_time_h,gamma_prime_frac,gamma_prime_size_nm,grain_size_um,carbide_frac,creep_time_h
MarM247,64.23643541599834,0.42992257901839803,0.28061389294140826,0.532729245829462,4.209833514015176,3.756422447535055,1.2723485978363762,4.853062110361544,8.196895432735117,0.20295705372902004,3.294742368677036,5.586519860062835,1.3896007464880245,1.7579167347722142,800,271.2,air,powder,1040,2.0,780,24,0.49,163.1,76.29,0.0349,67.63
IN100,55.94056464326822,3.913553583352321,5.859965996804514,2.0299508592731983,4.5815800460056915,2.807529277587811,0.9421451891390323,5.411034135933306,3.636228190364744,1.9864978422813788,10.837139172402214,0.09462656576907735,1.697247095050411,0.26193740276810157,850,143.4,air,forged,980,6.0,740,2,0.451,211.3,69.23,0.056,263.614
IN718,43.085194514746746,5.003372835803491,1.6629310111607942,4.651984073762967,2.0826087643112934,5.832179127131462,2.5015274266954215,2.1959242405211103,11.275854271969646,1.1934120094654994,0.5302478815642662,3.629036614026971,14.395082963239721,1.9606442656006327,850,425.9,air,forged,1120,2.0,720,8,0.541,182.1,24.71,0.0375,40.75
IN718,37.952470804218834,0.7356167396741381,4.469384913835133,25.388316093464873,2.5028070498249697,1.8243455537091724,2.1321580818242025,0.5094393581533841,8.944748269937602,2.2314597237519975,2.0398679892273957,4.488772747891155,2.4297286380684553,4.3508840364186865,750,211.7,air,forged,1000,2.0,780,4,0.495,76.3,126.73,0.0546,125.638
CM247LC,38.740140782060635,7.930111179948775,13.315829035097096,4.937323425782349,14.58825209280431,0.7748586736841295,3.0623833234192577,4.34518927265179,4.113146193314337,2.422013474190288,1.9470735668590915,0.6399600435878317,2.3460024013603302,0.8377165352397831,900,270.7,air,forged,1040,4.0,650,2,0.148,107.8,7.65,0.0003,29.254
IN738,38.23550166771555,4.220318681123468,4.748822025506961,10.79020743013077,4.517292029862037,2.2254865604256318,8.530173385685893,4.0804198726199115,0.43369684595331176,4.380917583196756,12.528795214197718,2.649967309142731,1.8452669447336807,0.8131344497055859,750,260.1,air,cast,1065,2.0,780,8,0.079,212.4,40.85,0.0534,38.804
IN738,46.42896315425657,2.207349598432972,3.5253721805204967,0.3272163543471399,10.924943025384884,5.477730304318645,3.4391376816910677,6.8627789194902755,0.32540169077622955,2.5221937703789745,3.871684279907813,6.867643395744995,5.956507384401679,1.263078260348261,900,404.5,air,forged,1000,8.0,650,4,0.257,163.8,78.47,0.0433,21.602
Rene80,39.71947838476769,1.7936662797767016,2.5055755938196347,2.9981725284062546,9.480200905088141,3.8484855665219224,2.264528986053859,5.723610675757385,10.372208615391841,0.07698048515724915,13.961318965016176,0.310738162614023,5.810094671117903,1.13494018051123,700,282.1,air,forged,1065,6.0,720,16,0.359,54.1,145.77,0.0103,97.423
IN718,39.82993430549338,3.140023519879077,5.595117436544043,2.598291987936629,0.3040035362730133,4.957111482992735,12.607058836011179,2.6181387298501,1.3207348618968209,3.1664130991447994,0.26857426003089546,9.305365681268125,9.484968543810995,4.804263718868204,800,411.4,air,forged,1000,2.0,650,24,0.372,91.5,118.11,0.0158,19.013
Rene88DT,51.34755577650705,6.568171750462215,3.7501148285103336,5.7643705576852655,3.428909863891267,2.008707482114855,11.904750099300736,2.926423028736671,3.4904906086229377,0.9357856949409746,3.691370392879065,3.1847553840638914,0.7677867504967347,0.23080778178799585,800,110.9,vacuum,powder,1100,8.0,720,24,0.184,200.9,55.93,0.0326,221.661
IN738,54.96427359007588,9.874742283126128,5.072699614445592,1.7604126961997393,7.517034953904137,0.5715341220359218,3.9913104809546724,1.220939850744902,1.3957212665881262,1.5470743115451167,3.34660852255753,0.35939536581145526,3.471476441358934,4.906776500651874,750,160.5,air,forged,1065,4.0,700,8,0.48,55.4,107.38,0.0075,281.878
Rene88DT,30.251105994994028,1.1874375543821458,5.327923656778962,0.48431426141387296,0.5581502503212894,6.450021927225266,6.312039451463958,15.909597732052813,6.171443038463011,24.30033196505654,0.3774762326754958,0.7799698363306475,0.3407714023285622,1.5494166965133942,850,311.6,air,forged,1000,2.0,760,2,0.215,177.4,139.77,0.0471,44.626
IN939,40.429283904518456,4.847222878168939,0.21803428428373162,13.637324289489802,8.627596277487843,1.6442336655195449,0.37539022948457945,0.8701094711874859,0.6344077925760943,0.6148547257053991,3.415962725997506,1.31857755469728,2.07200089170052,21.295001309182787,800,477.8,air,forged,1065,4.0,720,4,0.51,147.4,81.29,0.0475,16.395
IN718,64.129763726599,2.8875978756561764,4.852190136581483,0.4789586071104582,0.025165583915893033,6.656748886072711,6.1574153334549795,3.172332444399064,4.033985242804204,3.219892379818049,0.1457186730394433,2.4500115640450746,1.168844752868124,0.6213747936353302,650,111.4,air,powder,1040,4.0,700,8,0.286,49.7,69.83,0.0181,1113.144
IN100,49.064103312788745,4.4523321670401454,6.349118687519432,1.8441678961820356,2.431204292079249,1.316181829866695,0.4964672940132304,0.9602307188963911,7.7739360120213945,5.509097463073418,3.853692175706676,3.1372919357426783,12.444596958369983,0.36757925669993047,800,98.1,air,forged,1065,4.0,700,8,0.055,176.9,83.4,0.0042,309.799
Rene80,28.158576146951276,19.314468195870173,1.086386724763657,8.183489910708088,7.006468900898279,1.0040386339959,2.011286542643407,2.0798055884216895,15.100195134233502,0.7873643579540022,6.3341237844671925,1.6050198331349117,5.179255406793931,2.1495208391639804,800,145.8,air,forged,1120,4.0,700,16,0.131,48.5,47.42,0.0593,191.692
IN100,27.298793536045213,7.9548939699428995,7.256380518588397,8.95908752730201,0.27356142944222545,5.241816920367852,0.6711630598447779,2.392306444389034,3.5397729121846835,2.293765728716874,3.2628875765693683,25.20078951130725,0.6465468768527745,5.008233988446664,750,349.3,air,cast,1065,2.0,700,8,0.101,108.6,136.19,0.015,17.926
IN718,28.088521771039222,12.17805031158713,8.647338254231972,9.703911581619328,19.490901727043656,0.9541804892117863,1.7939942306483478,4.519024329810358,2.7011478497038404,2.213782411224708,1.8090536177327614,3.6798529526673116,3.500944002697097,0.7192964707824583,950,247.6,air,forged,1000,8.0,720,4,0.072,87.5,119.79,0.0041,24.402
Rene88DT,43.81642881939682,4.009337814086101,4.200218574922392,1.1728761392739346,6.742369341981198,0.12691608777346747,2.1793037575917227,7.534271873590724,4.126769636361859,1.5051547977982949,5.9041614373454845,4.166817431694391,7.910889189670682,6.604485098512944,900,426.7,air,single_crystal,1065,6.0,650,1,0.407,177.2,106.12,0.0198,23.69
IN738,49.34533764228163,1.684310256474272,3.020310460709981,5.085271574783736,4.008794386178019,1.8902058406625324,0.036061527250339266,3.812554716359088,1.8702552289000876,7.376227926437391,0.13477257052923,4.887994293156176,15.782206231512655,1.065697344764869,750,110.2,air,single_crystal,1100,4.0,700,4,0.146,198.9,88.77,0.0581,252.954
MarM247,59.40263258262053,0.29329543016211174,3.006080563101452,2.446378566649128,1.6004830543312771,2.254117110106017,6.940941931061355,0.668493920987032,0.06981914252523953,6.051249480238883,2.6328955561063077,6.770771914799854,2.779805167153772,5.083035580157022,800,162.5,vacuum,forged,980,0.5,740,4,0.469,54.6,145.45,0.0476,191.244
Rene88DT,72.57976144044225,4.00920214317946,0.9417508421967659,1.4785158912510608,1.045847958452021,1.338889856631504,1.7279560008641777,3.825310417852315,4.187683780724711,2.625813368370205,4.513049674826795,0.4018789684803829,0.43393753307225563,0.8904021236560931,750,206.0,inert,powder,1040,4.0,700,16,0.182,205.8,45.36,0.0288,92.471
Rene80,40.679851997313754,1.1708953941593747,1.6196460764142213,2.4865225243585796,8.123616490875348,0.06787883257572142,5.0963365593239205,5.374555625846465,7.793623850616205,13.126256817104595,0.09892354103956218,0.8119733073276146,10.566919056985919,2.982999926058715,850,343.2,air,single_crystal,1120,4.0,650,16,0.066,16.7,43.19,0.0183,28.195
IN100,48.18625365197666,7.665868290172234,16.541250704157008,3.6367769163564296,0.966884797349264,6.048887991451548,0.144135801507625,0.7503829859838981,6.501728234451182,0.8451976263522214,0.7119083783091774,0.42448220204561493,5.596509695547987,1.9797327243391534,900,367.8,air,single_crystal,1000,6.0,650,24,0.46,139.6,37.08,0.0254,52.942
IN738,42.83674617978065,0.958835747215109,4.979969072192027,5.008588813000811,1.3154983488685301,1.8558058560886312,0.825898956529537,13.172512045057228,3.64056302354355,9.568296013316939,1.2687764218481021,5.344171768685885,5.09524191790121,4.129095835971764,750,132.2,air,forged,1065,8.0,760,24,0.283,136.4,111.52,0.001,241.61
IN718,51.39433091289054,6.1072910964415446,7.165108227959105,4.692419705896345,1.2704301410949017,3.84962603027443,2.0519794454323033,3.057795425449208,5.681802620543689,7.497126902722355,1.4489339169170263,2.8497517601750637,1.7192728793336634,1.214130934869865,850,476.4,inert,forged,1065,8.0,760,8,0.35,161.6,119.8,0.0431,17.601
Rene88DT,44.49547875493216,9.687632042260551,1.866751852137306,5.617255443711885,9.176153246960606,7.555795459999719,0.815032659104897,12.636883900947002,1.908274851908677,1.672817727914229,0.26025001465371256,2.6881551625170625,0.46598193767973684,1.1535369452724644,800,223.2,air,forged,1065,2.0,700,24,0.218,71.3,89.97,0.006,89.173
Rene88DT,48.19024906312557,1.3266982024162972,7.207456957495956,7.169410464808718,5.3284044070178584,0.584293785709439,4.317516461470864,10.684390787266155,4.226099896742126,1.4839302971478834,2.5572563075180335,3.821970225278571,2.6316866812266153,0.4706364627759051,750,379.5,air,cast,1040,6.0,700,16,0.073,17.3,98.15,0.0311,24.186
IN738,30.710590642349224,6.260496407472087,7.630373704098581,0.5702174592862461,11.75522488168697,1.539445762852467,4.19159619981699,5.380706398497033,6.451756246830784,11.251380516830658,1.4490302444517453,7.55009592314644,0.5451776737640831,4.713907938916692,900,300.2,air,forged,1120,0.5,780,8,0.235,121.9,53.0,0.034,29.193
Rene80,51.99534033537333,8.557007394698958,0.7668281876808436,0.2285566166151134,5.240375822529608,2.6752767111689475,7.840644496544318,2.0047264173545334,0.7639365797027119,7.506740475353252,3.300596438224316,0.8695396455559526,5.2834332183408605,2.9669976608572655,800,173.6,air,powder,980,2.0,780,1,0.309,31.8,6.92,0.0001,158.719
Alloy X,49.236515991731665,2.219543492666198,6.338328416074834,6.356277871194694,4.43932707977918,0.4001174910376554,6.557650299528703,3.9937592267628395,4.28964483442289,1.6200058452269128,7.595246491443872,4.642537194614,0.42910269481941365,1.8819430706971452,800,435.4,air,powder,1100,1.0,760,2,0.056,224.7,38.79,0.0588,8.993
MarM247,45.63200401925308,1.4549284825842246,1.3193187566768823,13.1359655523745,1.633558305895957,6.889634676716862,2.303275598885563,0.6915718733722797,0.0496838498752983,3.624104177841283,17.158459582606017,2.1245121809328267,2.0380146424049306,1.944968300580299,850,423.7,vacuum,single_crystal,1120,6.0,700,16,0.337,55.8,88.06,0.0181,29.419
IN718,43.548548005563454,2.465897270440056,8.995765813886438,2.9889658827225367,3.008210319484557,0.6320910503994643,17.228564819826392,1.2208216550162985,0.3233834400390073,4.618121614884462,3.8400222531584607,2.276547130753795,2.3279934333010073,6.525067310524084,750,246.4,vacuum,cast,1100,8.0,780,16,0.497,114.9,122.13,0.0046,82.09
IN718,44.52535288117442,2.1315865685515076,2.4047894917578287,1.164366295023384,5.475820892864686,2.8236530961187403,1.519015702970933,3.5587044286247016,21.42445514483608,2.243245026631336,9.949878839286955,1.6612352025614532,0.2209802294227639,0.8969162001751938,750,327.2,air,forged,1120,2.0,740,1,0.159,117.0,116.8,0.0513,27.921
Alloy X,41.42480002079915,1.2472815607067644,0.001142017093584096,12.398317873340064,9.340407665868216,6.81963739748231,0.9239182284757995,0.6450156155387765,0.3520568911727676,6.475273745274307,13.289806622070858,2.831904085370325,0.638028275885125,3.6124100009219346,900,188.3,air,cast,1000,2.0,720,16,0.513,144.9,27.74,0.0091,39.624
CM247LC,35.624088601606566,7.153703098320786,0.6610714029454126,0.2043862228046193,29.17332393703974,1.4941042095034232,0.3120786957137526,1.1875884151244487,0.2241147944072671,2.8045754476523967,9.145291651424541,2.35413133288798,3.3124389386283926,6.3491032519406785,850,369.7,air,cast,980,8.0,760,24,0.099,198.9,8.67,0.0015,8.55
IN100,18.74155568612282,6.458478180914781,6.5685614829245855,0.03254618563452525,4.918742788850286,2.017920086931549,14.689595541951556,2.1571734587826747,14.164699769670118,4.590195389159444,0.9339703731760808,2.526039316807787,15.833095776465148,6.36742596260864,850,209.8,air,single_crystal,980,4.0,760,24,0.463,126.0,127.73,0.0297,119.726
IN738,61.36622522005645,0.04059694465894439,2.993423128680689,1.5502271065227673,9.89921608144211,2.3840993872557235,10.182884236475855,0.003465478760509333,2.1316497868760247,1.598970192641128,1.5412463677269097,0.40918626606904357,1.2003785367387365,4.698431266095106,750,434.5,air,forged,1040,2.0,650,24,0.47,21.1,12.26,0.0078,34.138
MarM247,42.0550180039414,2.8327083416473253,2.4800895896248876,10.941383747082789,12.358790242390887,3.5610858458286745,2.101073698971327,0.5922155877900093,16.077315743129404,0.32570186084255615,1.8526084319989213,1.8557144180037863,2.0252672532679634,0.941027235480055,800,171.3,air,powder,1120,2.0,700,1,0.179,196.2,59.6,0.0589,110.681
CM247LC,39.79598282174881,0.6176293761036098,0.34170219247523037,11.219096174209232,0.9851169212113882,8.043165001299712,3.674787246409316,0.3786423727521228,14.53338169437773,1.3250049700563173,9.172792675739421,0.8637378107349616,8.986750515191718,0.0622102276904192,950,86.2,vacuum,cast,1065,4.0,760,8,0.529,34.3,15.04,0.0006,394.217
IN738,42.20152476322643,5.845896114651333,10.877877490780168,9.558665865680405,6.823872249022929,8.72933385218456,0.8851729646525305,1.332060793307539,1.3587792603231248,1.8857217752518183,1.991143086131844,3.133528488753373,0.6940953286219329,4.682327967412025,750,192.8,air,forged,980,8.0,760,16,0.258,165.8,85.04,0.0031,75.051
Rene80,38.53231021750325,7.517126294786694,6.351809522851585,4.897823134956723,0.7996661429686561,3.7399787526092667,0.4321413810310758,2.2374416213025654,2.5199313424172307,0.19185090494248846,1.512064563086459,14.713298822204024,14.503284850284556,2.051272449055423,750,160.2,air,powder,1120,2.0,780,16,0.121,203.8,55.14,0.05,76.91
Rene88DT,35.28556318934526,0.9759843418433513,2.462557537987356,14.600531007836725,0.7527952830578736,7.130793476830057,0.5690030349502977,19.668098625171325,2.3770388416841866,7.382142518802791,2.0743868317930647,4.886017691094305,1.054446303730793,0.7806413158726454,800,293.5,vacuum,cast,1065,1.0,740,24,0.346,81.4,31.17,0.0144,34.358
Rene80,61.79985952095468,0.4186337808647256,2.3856138803428264,2.2029928686681615,5.908438890772482,2.5748703003079587,0.940805155492399,5.310762391580922,9.855370672112214,2.817590066144597,0.8302558003374445,1.2816816614319304,1.5866844144567207,2.0864405965329254,750,165.6,inert,forged,1040,1.0,700,8,0.548,120.5,89.68,0.0547,238.333
IN939,53.76544798910541,3.919576780833731,5.081523090463191,1.9208574389297324,7.412248647454015,0.9739290785120985,2.701079742870569,6.886960068972941,0.8475436339912804,0.49655128878658583,9.179431721484848,1.7918347395894065,4.913468109875056,0.10954766913115249,750,400.5,vacuum,cast,1120,0.5,720,16,0.5,18.4,55.15,0.0187,29.412
IN939,43.50114301039739,6.193616567326306,1.8130474785486808,3.2186345193375536,0.5528948043585025,1.0476189107331668,2.328306975461833,0.6189245013757646,15.907514641442663,0.039916720556450035,4.352561169726677,0.8656090830061393,2.4198904828548775,17.140321134873986,900,181.4,air,forged,1120,4.0,740,4,0.189,203.9,25.85,0.0042,100.347
IN939,48.30094613957852,11.913210942254898,0.8129653447191082,4.774194442610402,2.7914165151345016,7.615128030012623,2.848822763501774,2.6983380297206825,0.7673417248192511,0.6414337724139716,8.759983657296425,1.401638296882826,1.6418797964585123,5.03270054459652,950,376.9,vacuum,single_crystal,1000,8.0,720,1,0.338,180.3,105.31,0.0006,20.534
IN939,44.4285492250976,3.7083228214796318,8.671857873531586,0.20736049187717698,1.2110378474455576,2.549516453244525,1.0492563965954878,5.551809984474291,10.253705536478625,2.2466675543086825,1.706664250706363,13.279991376942782,2.398576140311768,2.7366840475059293,800,323.0,air,powder,1120,4.0,650,2,0.108,69.4,125.68,0.017,36.069
Rene80,33.88244042208149,8.801721507585446,3.082487059188999,5.2607174736213365,6.118081501075723,1.5322657766536256,2.0828001619639864,6.911822128852509,1.6533816576336697,5.785778247687174,10.36631445118833,3.5752356749550316,4.957186836211823,5.989767101300894,850,494.2,inert,single_crystal,1000,8.0,760,4,0.281,106.7,41.79,0.0284,10.552
IN738,46.296876981658144,2.7448457447780794,5.982069446888939,3.1962158268107417,7.38154946062175,2.3583224538047536,5.378830655042485,1.101824764035958,7.3901998656368875,4.213678159389027,1.2189240317508012,1.843501312037262,7.374014304646202,3.5191469928989547,900,500.0,air,powder,1065,8.0,780,2,0.312,178.4,28.78,0.0001,11.171
IN939,48.132144338196,12.208494787498465,4.4831900044321555,11.245225572739836,1.9888224455806625,2.301203059025896,8.148554573976483,2.6582152477628482,4.386186744572131,1.0374578033167956,2.1132454416965234,0.47042208053546286,0.8234680751789705,0.0033698254877867536,850,445.2,vacuum,single_crystal,1065,2.0,740,4,0.208,99.2,12.21,0.0349,31.023
Rene80,45.75590749432878,3.000108691426248,0.6233854301582705,4.884250842349436,3.438673708282775,4.9277331083253735,5.507517587636044,13.89627621524427,3.196302191990753,1.5676219471441186,3.920675168129193,0.26587535550927244,8.53890262433788,0.47676963513757487,650,399.2,air,forged,980,2.0,720,4,0.292,53.2,79.66,0.02,71.069
IN718,33.87593356964104,8.918457728231614,4.796027593822746,2.6378006215877314,3.3818209732065654,10.165286841543587,2.190928126962267,10.74330652175497,0.486474616691318,7.907380326239867,9.917459420537329,1.0580752877384278,2.967097448508973,0.9539509235335598,750,242.3,air,forged,1040,4.0,700,4,0.51,136.8,124.86,0.0234,215.731
Rene80,44.39810260744641,0.9096114449278035,0.989332148866022,0.17622812476217406,1.616245467385851,3.4112232893337127,8.11420835745663,4.571282010745083,2.376841631178421,12.724166662245084,5.281795118672566,11.0670227047191,3.1180982766024536,1.2458421556587107,700,396.4,vacuum,forged,1000,1.0,650,1,0.3,185.0,38.37,0.0157,93.63
IN718,52.99076989960299,4.1382698298983955,0.413256412726768,1.1525316882854049,2.429694064105432,2.6558727667794786,2.9328813376349725,0.5810735939603556,1.5263205351607623,3.068628796882232,11.186778040246848,4.15636125380015,8.177290631475998,4.590271149440213,650,481.8,vacuum,powder,980,4.0,650,2,0.465,90.4,69.64,0.0317,36.378
CM247LC,41.314389981729214,6.485280844437439,6.126424303696592,4.4690510674806845,4.9953263609612755,2.7038475928155274,4.864958513351738,1.4616897748187827,10.862737910831363,1.364912701625338,0.5897042302176163,3.806339334910116,7.131648845375079,3.8236885377492342,750,89.8,air,cast,1100,2.0,760,8,0.209,43.6,24.96,0.0138,238.957
IN738,44.89103981622876,3.3654980565243298,1.7559454409061894,11.128976411126022,10.544990476440521,2.8754823313075204,1.6370477544148208,5.504992527191136,0.15411049690529505,2.6530544836000614,1.689110194065883,10.434148884770563,0.04975383263695455,3.3158492938819095,750,305.9,inert,cast,980,4.0,760,8,0.536,209.9,61.23,0.0081,176.635
IN738,44.96777990822093,17.293753915495657,3.5136316224156765,4.5851386328474675,1.2997924653035668,3.180691601890821,2.699029061366086,0.37478791138541273,0.5403031488711841,8.747134932818593,1.3200799852448808,1.0440339816307624,3.3845402976235763,7.049302534885384,750,171.6,air,single_crystal,1065,4.0,720,24,0.097,74.4,3.3,0.0534,227.191
Alloy X,69.64979006698809,3.7447108579602575,0.5527672795803901,0.16174289719194523,0.23596168248632693,7.824288991008253,0.5466510357177446,0.20119659350558436,2.5086201068377205,8.090363236187748,1.3254101602286517,2.3849866654805982,0.1774150866231364,2.5960953402035627,700,314.3,air,cast,1100,2.0,720,16,0.343,135.5,136.7,0.0234,80.084
MarM247,50.68759143327499,1.208039544570296,0.35926609772368906,1.4561101505097727,0.33393965995918956,4.636265836920131,10.800529856166886,11.181465584321927,6.382525955623569,2.9260510891906106,3.845633551663251,1.069891672390032,3.1747985113440285,1.9378910563416358,800,275.9,air,single_crystal,980,4.0,650,1,0.445,177.5,101.81,0.0046,117.304
MarM247,55.99662443819564,4.780787125791294,1.1166293864118386,1.290651159920512,8.7176691532668,0.1951122166933522,2.2416098360764534,8.225588160652984,3.178008947587755,2.665554655895185,0.9688422923446842,1.4177896142992104,6.442977591663718,2.7621554212005894,750,321.8,air,powder,1120,2.0,720,24,0.457,89.5,50.59,0.0138,49.833
Rene88DT,30.994412831560663,14.622820496816713,2.0869432425044283,4.076781364849821,0.36638076484658644,5.068496874282981,11.893164308325172,3.7807410917010196,0.594552531079336,3.8441416373284736,6.412368565129982,2.3003665454519755,9.345256627179381,4.613573118943473,850,311.4,air,forged,1040,1.0,760,24,0.149,167.4,132.3,0.0186,24.113
IN939,48.218719157639754,4.818810451957375,0.6942885416768108,1.8282546518738347,1.1118483191388266,11.814497311220986,7.048198985801513,5.5656212807946,1.7662930211459187,1.0033520305904429,6.967558163768625,3.17070924033809,1.2624123889370713,4.729436455116163,650,483.2,vacuum,powder,1000,4.0,650,1,0.251,123.0,28.26,0.0462,47.785
MarM247,43.2669612348079,0.7385470769138115,19.265947289167066,1.081993743364889,0.644213865659864,1.049667404186061,6.760037927521383,2.556527627998135,3.8438703392934266,0.09793640610164496,0.1616116765140141,2.7226257727742365,7.824524246835877,9.985535388861692,850,311.9,air,powder,1120,2.0,650,1,0.362,149.1,12.73,0.0013,27.531
Rene88DT,33.54064083583099,2.90580891825061,9.189440727567364,1.845708630874832,6.651632144935317,0.5395231302176663,10.298286005547515,5.23288438159533,10.660850418115908,4.24388223773751,1.6977502252132892,10.46403766764877,1.2118517672637563,1.5177029092010914,950,435.4,air,forged,1100,6.0,700,4,0.208,153.8,141.45,0.0287,16.298
Alloy X,44.2222841477152,0.768406815952672,5.363173023811721,4.498143666890685,0.22103598588323858,1.6421844845919895,1.1144032318919834,1.217537604934138,13.651793284499442,3.4516451181670877,4.240638613184193,12.59339842331243,1.5877917910197819,5.427563808145443,850,214.3,vacuum,powder,1040,1.0,700,1,0.379,208.7,47.04,0.0245,52.386
IN718,52.052909597759886,8.643768819177442,0.8456565659738301,12.52228781050199,1.047824612026431,1.6758055127187237,5.990062250288393,2.124066179279273,3.9768906478452206,2.4956300458438707,5.75602121599842,1.1000785283361878,0.2556508264555592,1.5133473877947892,850,264.0,vacuum,powder,980,4.0,720,8,0.239,169.2,140.46,0.0581,58.481
IN100,38.526857668047256,3.159822670627347,0.3656246492988167,5.415314520595628,13.34413513632923,1.0180492331253173,5.634422220166131,6.760413931080694,3.3626227912722233,7.4705214908272435,3.2716424672056044,4.345490558625621,0.04565442779929943,7.279428234999585,900,277.6,air,forged,1120,4.0,720,1,0.225,77.1,96.0,0.0108,34.906
IN738,37.67863612231359,0.15756208155333623,1.8479727797864633,15.550944407555509,2.1969811204571874,2.8047652351287358,9.685946825580036,5.082989371391925,3.51052219267561,6.432113779402047,8.038716821067558,2.4562819444550867,2.593588139482267,1.9629791791506468,750,197.1,air,cast,1065,1.0,760,4,0.104,29.0,147.03,0.0377,115.913
Rene80,36.00429116668786,2.59997602546368,10.121930931411361,1.0987919607926202,8.434806717624621,3.92869913356663,0.27046333244086423,17.19370665876748,3.4613443431428954,1.6554222545817443,3.0522559426838463,9.395878014408341,1.7516383624506193,1.0307951559774378,950,239.5,air,cast,1065,2.0,760,2,0.07,15.5,113.26,0.0121,50.216
IN718,39.38654616134844,1.4569378662498047,6.239179020202027,2.6283909918151647,1.063382053379085,0.7487927959728289,1.6668053674265164,11.586196296408282,1.7308811181910448,18.26516866843175,2.73585980365883,0.8134286100395707,9.137002715853992,2.5414285310226616,850,331.4,air,cast,1040,4.0,700,24,0.468,227.5,16.72,0.0329,29.408
Rene80,41.92411660039998,0.24230260921202043,0.1332800489485726,8.986577486461568,0.8711065539029594,3.804838290351979,5.618333369054045,3.3742945075278983,0.1658139068570761,9.232759152884846,0.06377056588182259,8.658644987538382,13.502307891000006,3.42185402997883,850,323.7,air,cast,1065,2.0,650,1,0.295,236.4,127.98,0.0333,38.18
Rene88DT,42.299364144647804,2.100236886574451,1.5975145892365719,7.077450738947627,7.270441066258621,1.3259590176571139,3.0935837501466072,8.476974109007624,10.60163490621053,2.304659442211136,1.9539141638340776,1.058612261457581,10.340307635756169,0.4993472880540955,750,347.3,air,powder,1000,1.0,740,24,0.331,37.1,23.03,0.0045,66.39
Alloy X,27.489068090926814,2.6440915694127725,34.22411289885295,0.2879427653451637,4.400705324097561,0.4389392124476489,0.854903236269112,2.9491605399413303,3.638021684642794,1.5252850182639361,1.937790571865309,0.46339641337413295,1.8400995600314922,17.306483114528984,800,227.8,vacuum,forged,1040,4.0,780,2,0.236,129.5,104.14,0.0274,49.522
Alloy X,46.39966410133091,1.6212204983085552,3.363251653203821,9.55536972448725,0.024661182070400647,6.61685245885699,11.782476559256956,0.38074455130078144,0.7000296776893165,12.872072891397321,3.0660207617437165,0.056845637915606935,1.1843933632181822,2.37639693922018,850,212.6,air,single_crystal,1040,2.0,780,16,0.118,50.6,75.56,0.0277,106.581
Alloy X,51.168246640413216,1.2872774642612594,2.9341087319112953,2.8940546327065797,1.9756960362019662,0.7037314060386483,14.400841472148937,7.289002575995582,2.6195030231857164,3.5104386546585453,0.9790173528899425,2.9801660543023134,4.508800605980909,2.7491153493050886,800,336.9,air,forged,1065,4.0,740,4,0.275,238.0,106.45,0.0191,49.718
IN738,53.12871058783749,3.9360196047630294,1.9307548154483312,6.160146344193824,0.7783579818947567,2.0213979633568977,1.7747102686362248,2.354371269887836,6.3399603710038335,2.7570698882948474,6.580266538684258,3.578345425000761,1.7436428683301597,6.916246072667754,850,135.8,inert,forged,1040,6.0,720,24,0.164,73.0,114.98,0.0166,117.806
Alloy X,34.75121865555808,1.4019236891687417,0.04234051549595259,4.846820181176835,3.3190533655547876,2.7352656066803496,15.817761971787636,3.9274888344132544,9.234408744872878,0.6965886476465201,3.9059839611581495,9.391503596841092,4.058101380928868,5.871540848716856,700,186.3,air,forged,980,1.0,780,1,0.469,132.9,120.75,0.0135,215.362
Rene80,30.34550778176132,0.3876698763365461,2.446983943474711,2.004833595950893,8.064061616901078,1.117808685227179,13.600469439458648,12.68192284326215,1.137077265436719,1.7095984511505207,9.028152111163996,13.587036250887374,2.3417735358656615,1.547104603123207,750,97.7,air,single_crystal,1100,2.0,780,16,0.543,53.9,125.41,0.0004,1539.734
IN939,65.03040187734898,5.074827178026016,0.20183397440670806,0.1923644391123338,1.857886751483688,1.6596716123925888,1.4432252849605363,2.5699343148431755,1.4716916169457634,0.8124916259081751,1.4091061967574594,14.022967373550049,2.0150200575850503,2.2385776966794695,800,110.5,inert,forged,1120,2.0,740,16,0.495,93.2,127.24,0.0001,286.974
IN718,44.08768606704976,17.13732122728512,1.15738705506182,4.7855074111165345,5.267964268023475,3.912160673105357,0.388171305699117,4.727997885556255,0.2772286224303595,3.794650231225196,5.630971538166784,0.9916750725215688,7.7122754295227915,0.12900321323585637,750,182.2,inert,forged,1100,4.0,740,2,0.314,77.7,62.47,0.0354,124.731
Rene80,52.3107669356833,0.8129823025445326,17.345856173500536,0.4270623318303783,1.2567765804134865,2.4196751458785246,5.480872919275518,4.455227120633923,0.760069320754812,1.9366268142436736,1.5442631462925056,1.359838930482296,2.9978538086000586,6.892128469866445,750,88.2,air,single_crystal,1120,2.0,700,24,0.364,126.7,133.49,0.0175,782.284
